location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Washington, DC",3909,Special Assistant,,Executive,,Department of Labor,Office of the Assistant Secretary for Policy,5455,5451,80,Justin N. Allen,Schedule C Excepted Appointment(SC),General Schedule(GS),11,50
"Washington, DC",391,Deputy Director,,Executive,,Department of Commerce,Office of The Secretary - Office of Business Liaison,4897,4884,60,Katina Rojas Joy,Schedule C Excepted Appointment(SC),General Schedule(GS),14,10
"Washington, DC",3910,Solicitor of Labor,,Executive,,Department of Labor,Office of the Solicitor,5456,5451,90,Mary P. Smith,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3911,Deputy Solicitor of Labor,,Executive,,Department of Labor,Office of the Solicitor,5456,5451,90,Deborah Greenfield,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",3912,Senior Counselor to the Solicitor,,Executive,,Department of Labor,Office of the Solicitor,5456,5451,90,John Sullivan,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20
"Washington, DC",3913,Special Assistant,,Executive,,Department of Labor,Office of the Solicitor,5456,5451,90,Rajesh D. Nayak,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Washington, DC",3914,Chief Financial Officer,,Executive,,Department of Labor,Office of the Chief Financial Officer,5458,5451,100,James Taylor,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3915,Assistant Secretary,,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,T. Michael Kerr,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3916,Deputy Assistant Secretary for Policy,,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Charlotte A. Hayes,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",3917,Senior Advisor,,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Vacant,,Senior Executive Service(ES),,15
"Washington, DC",3918,Deputy Chief Information Officer,,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Vacant,,Senior Executive Service(ES),,20
"Washington, DC",3919,"Director, Program Management Office",,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Washington, DC",392,Senior Advisor,,Executive,,Department of Commerce,Office of The Secretary - Office of Business Liaison,4897,4884,60,Ari A. Matusiak,Schedule C Excepted Appointment(SC),General Schedule(GS),14,15
"Washington, DC",3920,"Director, Division of Enterprise Services",,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Vacant,,Senior Executive Service(ES),,30
"Washington, DC",3921,Project Officer,5/6/2014,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Curtis W. Turner,Limited Term Appointment(TA),Senior Executive Service(ES),,35
"Washington, DC",3922,Human Resources Program Officer,6/30/2015,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Kim Sasajima,Limited Term Appointment(TA),Senior Executive Service(ES),,40
"Washington, DC",3923,Special Assistant,,Executive,,Department of Labor,Office of the Assistant Secretary for Administration and Management,5459,5451,110,Laura Peralta,Schedule C Excepted Appointment(SC),General Schedule(GS),11,45
"Washington, DC",3924,Director,,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Patricia Shiu,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",3925,Deputy Director,,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Leslie Jin,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Atlanta, GA",3926,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Chicago, IL",3927,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Vacant,,Senior Executive Service(ES),,20
"Dallas, TX",3928,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Vacant,,Senior Executive Service(ES),,25
"New York, NY",3929,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Vacant,,Senior Executive Service(ES),,30
"Washington, DC",393,Special Assistant,,Executive,,Department of Commerce,Office of The Secretary - Office of Business Liaison,4897,4884,60,Jenna Dunay,Schedule C Excepted Appointment(SC),General Schedule(GS),9,20
"Philadelphia, PA",3930,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Vacant,,Senior Executive Service(ES),,35
"San Francisco, CA",3931,"Regional Director, Office of Federal Contracts Compliance Programs",,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,40
"Washington, DC",3932,Special Assistant,,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Claudia L. Gordon,Schedule C Excepted Appointment(SC),General Schedule(GS),15,45
"Washington, DC",3933,Special Assistant,,Executive,,Department of Labor,Office of Federal Contract Compliance Programs,5450,5451,130,Claudia F. Montelongo,Schedule C Excepted Appointment(SC),General Schedule(GS),11,50
"Washington, DC",3934,Administrator,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),V,5
"Washington, DC",3935,Deputy Administrator,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Nancy J. Leppink,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",3936,Senior Advisor,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",3937,Chief of Staff,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Manuel A. I. Martinez III,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20
"Washington, DC",3938,Senior Policy Advisor,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Melvina C. Ford,Schedule C Excepted Appointment(SC),General Schedule(GS),15,25
"Washington, DC",3939,Special Assistant,,Executive,,Department of Labor,Wage and Hour Division,5462,5451,140,Idania Tania Mejia,Schedule C Excepted Appointment(SC),General Schedule(GS),7,30
"Washington, DC",394,Counselor to the Secretary and Director,,Executive,,Department of Commerce,Office of The Secretary - Office of Policy and Strategic Planning,4898,4884,70,Malcolm R. Lee,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",3940,Director,,Executive,,Department of Labor,Office of Workers' Compensation Programs,5463,5451,150,Vacant,,Senior Executive Service(ES),,5
"Washington, DC",3941,Deputy Director,,Executive,,Department of Labor,Office of Workers' Compensation Programs,5463,5451,150,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",3942,Senior Advisor,11/5/2013,Executive,,Department of Labor,Office of Workers' Compensation Programs,5463,5451,150,Miranda Chiu,Limited Term Appointment(TA),Senior Executive Service(ES),,20
"Washington, DC",3943,Senior Advisor,10/10/2013,Executive,,Department of Labor,Office of Workers' Compensation Programs,5463,5451,150,Steven D. Breeskin,Limited Term Appointment(TA),Senior Executive Service(ES),,25
"Washington, DC",3944,Deputy Assistant Secretary,,Executive,,Department of Labor,Office of Labor Management Standards,5457,5451,160,John Lund,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Chicago, IL",3945,Regional Director (Central),,Executive,,Department of Labor,Office of Labor Management Standards,5457,5451,160,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Philadelphia, PA",3946,Regional Director (Northeastern),,Executive,,Department of Labor,Office of Labor Management Standards,5457,5451,160,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",3947,Assistant Secretary,,Executive,,Department of Labor,Employee Benefits Security Administration,5460,5451,170,Phyllis Borzi,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3948,Deputy Assistant Secretary for Policy,,Executive,,Department of Labor,Employee Benefits Security Administration,5460,5451,170,Michael Davis,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",3949,Chief Economist and Director of Policy and Research,,Executive,,Department of Labor,Employee Benefits Security Administration,5460,5451,170,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",395,Special Assistant,,Executive,,Department of Commerce,Office of the Secretary - Office of Policy and Strategic Planning,4898,4884,70,Anthony V. Lynn,Schedule C Excepted Appointment(SC),General Schedule(GS),9,10
"Washington, DC",3950,Senior Advisor,,Executive,,Department of Labor,Employee Benefits Security Administration,5460,5451,170,Jane Norman,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20
"Washington, DC",3951,Special Assistant,,Executive,,Department of Labor,Employee Benefits Security Administration,5460,5451,170,Meredith E. Regine,Schedule C Excepted Appointment(SC),General Schedule(GS),12,25
"Washington, DC",3952,Commissioner,,Executive,4 Years,Department of Labor,Bureau of Labor Statistics,5465,5451,180,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3953,Assistant Secretary,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Jane Oates,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",3954,Deputy Assistant Secretary,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Roberta Gassman,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",3955,Deputy Assistant Secretary (Operations and Management),,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",3956,"Administrator, Office of Management and Administration",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,20
"Washington, DC",3957,"Administrator, Office of Workforce Investment",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Washington, DC",3958,"Administrator, Office of Foreign Labor Certification",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,30
"Washington, DC",3959,"Administrator, Office of Contract Management",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,35
"Washington, DC",396,Director,,Executive,,Department of Commerce,Office of the Secretary - Office of Public Affairs,4899,4884,80,Jennifer Friedman,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",3960,"Administrator, Office of Workforce Security",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Vacant,,Senior Executive Service(ES),,40
"Washington, DC",3961,"Administrator, Office of National Response",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,45
"Washington, DC",3962,"Administrator, Apprenticeship and Training, Employee and Labor Services",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,50
"Washington, DC",3963,"Administrator, Office of Job Corps",,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,55
"Boston, MA",3964,Regional Administrator,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,60
"Philadelphia, PA",3965,Regional Administrator,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,65
"Atlanta, GA",3966,Regional Administrator,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,70
"Dallas, TX",3967,Regional Administrator,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,75
"Chicago, IL",3968,Regional Administrator,,Executive,,Department of Labor,Employment and Training Administration,5466,5451,190,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,80
