title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
Regional Commissioner Region V,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,85,"Chicago, IL",1985
"Deputy Regional Commissioner, Region V",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,90,"Chicago, IL",1986
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,95,"Chicago, IL",1987
Assistant Regional Commissioner for Processing Center Operations (Chicago),,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,100,"Chicago, IL",1988
Regional Commissioner Region VI,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,105,"Dallas, TX",1989
Director,7/17/2018,Executive,CONSUMER FINANCIAL PROTECTION BUREAU,CONSUMER FINANCIAL PROTECTION BUREAU,40394,-1,1,Richard A. Cordray,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,-1,"Washington, DC",199
"Deputy Regional Commissioner, Region VI",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,110,"Dallas, TX",1990
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,115,"Dallas, TX",1991
Regional Commissioner Region VII,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,120,"Kansas City, MO",1992
"Deputy Regional Commissioner, Region VII",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,125,"Kansas City, MO",1993
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,130,"Kansas City, MO",1994
Assistant Regional Commissioner for Processing Center Operations (Kansas City),,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,135,"Kansas City, MO",1995
Regional Commissioner Region VIII,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,140,"Denver, CO",1996
"Deputy Regional Commissioner, Region VIII",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,145,"Denver, CO",1997
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,150,"Denver, CO",1998
Regional Commissioner Region IX,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,155,"San Francisco, CA",1999
Council Member,,Executive,ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,ADMINISTRATIVE CONFERENCE OF THE UNITED STATES,37827,-1,1,Ronald Cass,,Presidential Appointment (without Senate Confirmation)(PA),Without Compensation*(WC),,2,"Washington, DC",2
Council Member (Expert),,Executive,ADVISORY COUNCIL ON HISTORIC PRESERVATION,ADVISORY COUNCIL ON HISTORIC PRESERVATION,39397,-1,1,Dorothy Lippert,,Presidential Appointment (without Senate Confirmation)(PA),Daily Pay Rate* (per diem)(PD),,6,"Washington, DC",20
"Chairman, Consumer Product Safety Commission",,Executive,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,39789,-1,1,Elliot Franklin Kaye,7 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Bethesda, MD",200
"Deputy Regional Commissioner, Region IX",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,160,"San Francisco, CA",2000
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,165,"San Francisco, CA",2001
Assistant Regional Commissioner for Processing Center Operations (San Francisco),,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,170,"San Francisco, CA",2002
Regional Commissioner Region X,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,175,"Seattle, WA",2003
"Deputy Regional Commissioner, Region X",,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,180,"Seattle, WA",2004
Assistant Regional Commissioner for Management and Operations Support,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Regional Commissioners,37310,37309,410,Vacant,,,Senior Executive Service(ES),,185,"Seattle, WA",2005
Deputy Commissioner for Retirement and Disability Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF RETIREMENT AND DISABILITY POLICY,37304,37300,450,Virginia P. Reno,,Noncareer Appointment(NA),Senior Executive Service(ES),,5,"Woodlawn, MD",2006
Assistant Deputy Commissioner for Retirement and Disability Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF RETIREMENT AND DISABILITY POLICY,37304,37300,450,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Woodlawn, MD",2007
Associate Commissioner for Data Exchange and Publications Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Data Exchange and Publications Policy,37336,37304,460,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2008
Associate Commissioner for Disability Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Disability Policy,37329,37304,470,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2009
Chief of Staff,,Executive,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,39789,-1,1,Jana L. Fong-Swamidoss,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,10,"Bethesda, MD",201
Deputy Associate Commissioner for Disability Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Disability Policy,37329,37304,470,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Woodlawn, MD",2010
Associate Commissioner for Income Security Programs,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Income Security Programs,37328,37304,480,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2011
Deputy Associate Commissioner for Income Security Programs,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Income Security Programs,37328,37304,480,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2012
Associate Commissioner for International Programs,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of International Programs,37305,37304,490,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2013
"Associate Commissioner for Research, Demonstration and Employment Support",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Research, Demonstration, and Employment Support",37278,37304,500,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2014
"Associate Commissioner for Research, Evaluation and Statistics",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Research, Evaluation and Statistics",37306,37304,510,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Washington, DC",2015
Associate Commissioner for Retirement Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Retirement Policy,37315,37304,520,Thomas L. Hungerford,,Noncareer Appointment(NA),Senior Executive Service(ES),,5,"Washington, DC",2016
Deputy Associate Commissioner for Retirement Policy,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Retirement Policy,37315,37304,520,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",2017
Deputy Commissioner for Systems and Chief Information Officer,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Robert Klopp,,Noncareer Appointment(NA),Senior Executive Service(ES),,5,"Woodlawn, MD",2018
Assistant Deputy Commissioner for Systems and Deputy Chief Information Officer,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Herbert M. Strauss,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Woodlawn, MD",2019
Special Assistant,,Executive,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,39789,-1,1,Jonathan D. Midgett,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,15,"Bethesda, MD",202
Assistant Deputy Commissioner for Systems (IT Business Support),,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Woodlawn, MD",2020
Assistant Deputy Commissioner (Systems Operations and Hardware Engineering),,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Woodlawn, MD",2021
Chief Technology Officer,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Woodlawn, MD",2022
Associate Commissioner for Information Security,,Executive,SOCIAL SECURITY ADMINISTRATION,OFFICE OF SYSTEMS,37292,37300,530,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Woodlawn, MD",2023
Associate Commissioner for Hardware Engineering,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Hardware Engineering,40146,37292,550,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2024
Deputy Associate Commissioner for Hardware Engineering,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Hardware Engineering,40146,37292,550,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2025
Associate Commissioner for Systems Operations,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Systems Operations,40147,37292,560,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2026
Deputy Associate Commissioner for Systems Operations,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Systems Operations,40147,37292,560,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2027
Associate Commissioner for Applications and Supplemental Security Income Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Applications and Supplemental Security Income Systems,37318,37292,570,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2028
Deputy Associate Commissioner for Applications and Supplemental Security Income Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Applications and Supplemental Security Income Systems,37318,37292,570,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2029
General Counsel,,Executive,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,39789,-1,1,Vacant,,,Senior Executive Service(ES),,20,"Bethesda, MD",203
Associate Commissioner for Disability Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Disability Systems,37319,37292,580,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2030
Deputy Associate Commissioner for Disability Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Disability Systems,37319,37292,580,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Woodlawn, MD",2031
"Associate Commissioner for Earnings, Enumeration and Administrative Systems",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Earnings, Enumeration and Administrative Systems",37283,37292,590,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2032
"Deputy Associate Commissioner for Earnings, Enumeration and Administrative Systems",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Earnings, Enumeration and Administrative Systems",37283,37292,590,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2033
Associate Commissioner for Retirement and Survivors Insurance Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Retirement and Survivors Insurance Systems,37282,37292,600,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2034
Deputy Associate Commissioner for Retirement and Survivors Insurance Systems,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Retirement and Survivors Insurance Systems,37282,37292,600,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2035
Associate Commissioner for Systems Electronic Services,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Systems Electronic Services,37279,37292,610,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2036
Deputy Associate Commissioner for Systems Electronic Services,,Executive,SOCIAL SECURITY ADMINISTRATION,Office of Systems Electronic Services,37279,37292,610,Vacant,,,Senior Executive Service(ES),,10,"Woodlawn, MD",2037
"Associate Commissioner for Enterprise Support, Architecture and Engineering",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Enterprise Support, Architecture and Engineering",37340,37292,620,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Woodlawn, MD",2038
"Deputy Associate Commissioner for Enterprise Support, Architecture and Engineering",,Executive,SOCIAL SECURITY ADMINISTRATION,"Office of Enterprise Support, Architecture and Engineering",37340,37292,620,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Woodlawn, MD",2039
"Director, Office of Communications",,Executive,CONSUMER PRODUCT SAFETY COMMISSION,CONSUMER PRODUCT SAFETY COMMISSION,39789,-1,1,Scott J. Wolfson,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,25,"Bethesda, MD",204
Inspector General,,Executive,SOCIAL SECURITY ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,IMMEDIATE OFFICE OF THE INSPECTOR GENERAL,39994,39988,1,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Woodlawn, MD",2040
Inspector General,,Executive,SOCIAL SECURITY ADMINISTRATION OFFICE OF THE INSPECTOR GENERAL,IMMEDIATE OFFICE OF THE INSPECTOR GENERAL,39994,39988,1,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,10,"Woodlawn, MD",2041
"Chair, TVA Board",,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,Joe H. Ritch,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,5,"Knoxville, TN",2042
"Director, TVA Board",5/18/2017,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,Marilyn A. Brown,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,10,"Knoxville, TN",2043
"Director, TVA Board",5/18/2017,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,V. Lynn Evans,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,15,"Knoxville, TN",2044
"Director, TVA Board",5/18/2020,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,Richard C. Howorth,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,20,"Knoxville, TN",2045
"Director, TVA Board",5/18/2019,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,Virginia T. Lodge,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,25,"Knoxville, TN",2046
"Director, TVA Board",,Executive,TENNESSEE VALLEY AUTHORITY,BOARD OF DIRECTORS,37414,37413,1,C. Peter Mahurin,5 Years,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,30,"Knoxville, TN",2047
